EXPID,REFID,RYEAR,RTYPE,RJRNL,RAUTHOR,RTITLE,RPUBLISHER,RPUBDATE,RLANGUAGE,RCITATION,RYAK94,RNOTES
LANG86302,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:245 (1987),,
GAN186101,01,1986,2.0,AAJ,"Matile, Olivier",,,,,61:245 (1987),,
GAN386101,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:246 (1987),,
MANA86101,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:246 (1987),,
MANA86303,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:246 (1987),,
MANA86302,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:246-247 (1987),,
MANA86301,01,1986,2.0,AAJ,"Nyka, Jozef",,,,,61:247 (1987),,
HIMN86301,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:247 (1987),,
HIME86301,01,1986,2.0,AAJ,"Okada, Sadao",,,,,61:247 (1987),,Photograph of route (no route lines) included
HIME86401,01,1986,2.0,AAJ,"Hawley, Elizabeth",,,,,61:249 (1987),,
BHRI86101,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:249 (1987),,
TILI86101,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:249 (1987),,
ANN186101,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:249 (1987),,
ANN186102,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:249-250 (1987),,
ANN186301,01,1986,2.0,AAJ,"Martini, Sergio",,,,,61:250 (1987),,
ANN186302,01,1986,2.0,AAJ,"Greggory, Jerome",,,,,61:250 (1987),,
ANN186303,01,1986,2.0,AAJ,"Sigayret, Henri",,,,,61:250-251 (1987),,
ANN186304,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:251 (1987),,
ANN186402,01,1986,2.0,AAJ,"Hawley, Elizabeth",,,,,61:251 (1987),,
ANN286101,01,1986,2.0,AAJ,"Kearney, Shari",,,,,61:251-252 (1987),,
ANN286102,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:252 (1987),,
GANG86101,01,1986,2.0,AAJ,Seok Chae-Uhn,,,,,61:252-253 (1987),,
GANG86301,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:253 (1987),,
ANN386302,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:253 (1987),,
ANN486101,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:253 (1987),,
ANN486301,01,1986,2.0,AAJ,"Vincent, Michel",,,,,61:253-254 (1987),,
FANG86301,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:254 (1987),,
ANNS86101,01,1986,2.0,AAJ,"Kunaver, Vlasta",,,,,61:254 (1987),,
DHA186101,01,1986,2.0,AAJ,"Haerter, Guenther",,,,,61:254-255 (1987),,
DHA186102,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:255 (1987),,
DHA186301,01,1986,2.0,AAJ,,,,,,61:255 (1987),,
DHA186302,01,1986,2.0,AAJ,"Chrobak, Eugeniusz",,,,,61:255-256 (1987),,
DHA186303,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:256 (1987),,
DHA186402,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:256 (1987),,
DHA186401,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:256 (1987),,
DHA286101,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:256-257 (1987),,
TUKU86301,01,1986,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,61:257 (1987),,
TRIP86301,01,1986,2.0,AAJ,"Hata, Noriyuki",,,,,61:257 (1987),,
EVER86101,01,1986,2.0,AAJ,"Murphy, Joseph E.",,,,,61:299 (1987),,
EVER86103,01,1986,2.0,AAJ,"Lopez, Jeronimo",,,,,61:299-300 (1987),,
EVER86203,01,1986,2.0,AAJ,"Eguskitza, Xavier",,,,,61:300 (1987),,
EVER86303,01,1986,2.0,AAJ,"Harvard, Andrew C.",,,,,61:300-301 (1987),,
EVER86301,01,1986,2.0,AAJ,"Stokes, Brummie",,,,,61:301-302 (1987),,
EVER86202,01,1986,2.0,AAJ,"Beghin, Pierre",,,,,61:302-304 (1987),,Photograph of route (no route lines) included
EVER86201,01,1986,2.0,AAJ,"Marshall, Roger",,,,,61:304 (1987),,
EVER86102,01,1986,2.0,AAJ,"Wood, Sharon",Canadian Light Everest Expedition,,,,61:25-31 (1987),,
EVER86304,01,1986,2.0,AAJ,"Politz, Andrew",,,,,61:304 (1987),,
KTEG86301,01,1986,2.0,AAJ,"Smith, Jay",Kantega's Northeast Buttress,,,,61:41-47 (1987),,
KANG87101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:187 (1988),,
KANG87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:187 (1988),,
KANG87302,01,1987,2.0,AAJ,"Van Gelder, James",,,,,62:187 (1988),,
KANG87401,01,1987,2.0,AAJ,"Hawley, Elizabeth",,,,,62:188 (1988),,
KANS87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:187-188 (1988),,
YALU87301,01,1987,2.0,AAJ,"King, Magda",,,,,62:188-190 (1988),,Photograph with route lines included.
JANU87101,01,1987,2.0,AAJ,"Aprin, Hooman",,,,,62:190-191 (1988),,
JANU87301,01,1987,2.0,AAJ,"Van Sprang, Gerard C.",,,,,62:191 (1988),,
JANU87302,01,1987,2.0,AAJ,"Beghin, Pierre",,,,,62:191-192 (1988),,
JANU87303,01,1987,2.0,AAJ,"Sigayret, Henri",,,,,62:192-193 (1988),,
MAKA87101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:193 (1988),,
MAKA87302,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:193 (1988),,
MAKA87303,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:193 (1988),,
MAKA87301,01,1987,2.0,AAJ,"Fries, James F.",,,,,62:193-194 (1988),,
MAKA87401,01,1987,2.0,AAJ,"Evans, Andrew",,,,,62:194 (1988),,
MAKA87102,01,1987,2.0,AAJ,"Porzak, Glenn",Makalu,,,,62:29-36 (1988),,
MAK287101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:194 (1988),,
MAK287301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:194-195 (1988),,
CHAM87101,01,1987,2.0,AAJ,"Hartshorne, Richard (Dobbs)",,,,,62:195 (1988),,
BARU87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:195 (1988),,
AMAD87101,01,1987,2.0,AAJ,"Iacovino, John",,,,,62:195-197 (1988),,Photograph of route (S Ridge) included.
AMAD87102,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:197 (1988),,
AMAD87301,01,1987,2.0,AAJ,"Perkins, Andrew",,,,,62:198 (1988),,
AMAD87302,01,1987,2.0,AAJ,"Ziel, Frederick",,,,,62:198 (1988),,
AMAD87303,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:199 (1988),,
AMAD87304,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:199 (1988),,
AMAD87401,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:199 (1988),,
TAWO87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:199-200 (1988),,
LSHR87101,01,1987,2.0,AAJ,"Griljc, Vincenc",,,,,62:200 (1988),,
LSHR87102,01,1987,2.0,AAJ,"Esteve, Alain",,,,,62:200 (1988),,
LSHR87302,01,1987,2.0,AAJ,"Burgess, Adrian",,,,,62:201 (1988),,
LSHR87301,01,1987,2.0,AAJ,"Eguskitza, Xavier",,,,,62:201 (1988),,
LHOT87101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:201 (1988),,
LHOT87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:201-202 (1988),,
EVER87103,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:202 (1988),,
EVER87104,01,1987,2.0,AAJ,"San Sebastian, Juanjo",,,,,62:202-203 (1988),,
EVER87305,01,1987,2.0,AAJ,"Boyer, Stevan",,,,,62:203-204 (1988),,
EVER87305,02,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:204 (1988),,
EVER87305,03,1987,2.0,AAJ,"Athans, Peter",,,,,62:204-205 (1988),,
EVER87307,01,1987,2.0,AAJ,"Athans, Peter",,,,,62:204-205 (1988),,
EVER87304,01,1987,2.0,AAJ,"Hillary, Peter",,,,,62:205-206 (1988),,
EVER87402,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:206 (1988),,
EVER85401,01,1985,2.0,AAJ,"Eguskitza, Xavier",,,,,62:266 (1988),,
EVER87102,01,1987,2.0,AAJ,"Simonson, Eric",,,,,62:266-267 (1988),,
EVER87101,01,1987,2.0,AAJ,,,,,,62:267 (1988),,
EVER87105,01,1987,2.0,AAJ,"Abrego, Mari",,,,,62:267-268 (1988),,
EVER87106,01,1987,2.0,AAJ,,,,,,62:268 (1988),,
EVER87201,01,1987,2.0,AAJ,"Ramos Villar, Antonio",,,,,62:268-269 (1988),,
EVER87303,01,1987,2.0,AAJ,"Van Meter, Steve",,,,,62:269 (1988),,
EVER87302,01,1987,2.0,AAJ,"Fischer, Scott",,,,,62:269-270 (1988),,
EVER87306,01,1987,2.0,AAJ,"Allan, Sandy",,,,,62:270 (1988),,
EVER87301,01,1987,2.0,AAJ,"Tambe, Sadao",,,,,62:272 (1988),,
EVER87401,01,1987,2.0,AAJ,"Hasegawa, Tsuneo",,,,,63:271 (1989),,
EVER87202,01,1987,2.0,AAJ,,,,,,62:272 (1988),,
PUMO87101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:206-207 (1988),,
PUMO87302,01,1987,2.0,AAJ,"Batard, Marc",,,,,62:207 (1988),,
PUMO87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:207 (1988),,
PUMO87303,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:207 (1988),,
NGO287301,01,1987,2.0,AAJ,"Berljak, Darko",,,,,62:207-209 (1988),,Photograph of route with route line included.
NGOJ87401,01,1987,2.0,AAJ,"Hawley, Elizabeth",,,,,62:211-212 (1988),,
CHOY87103,01,1987,2.0,AAJ,"Watters, Robert",,,,,62:209-210 (1988),,
CHOY87101,01,1987,2.0,AAJ,"Purto, Mauricio",,,,,62:210 (1988),,
CHOY87305,01,1987,2.0,AAJ,,,,,,62:210 (1988),,
CHOY87302,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:210 (1988),,
CHOY87306,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:210 (1988),,
CHOY87304,01,1987,2.0,AAJ,"Udall, Mark",,,,,62:211 (1988),,
CHOY87401,01,1987,2.0,AAJ,"Hawley, Elizabeth",,,,,62:211 (1988),,
CHOY87102,01,1987,2.0,AAJ,"Schmuck, Marcus",,,,,62:274 (1988),,
CHOY87301,01,1987,2.0,AAJ,"Takahashi, Michiko",,,,,62:274-275 (1988),,
KHAT87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:212 (1988),,
LANG87401,01,1987,2.0,AAJ,"Hawley, Elizabeth",,,,,62:212 (1988),,
LANR87101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:213 (1988),,
LSIS87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:213 (1988),,
GAN587301,01,1987,2.0,AAJ,"Makino, Haruo",,,,,62:213 (1988),,
MANA87101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:213 (1988),,
MANA87102,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:213-214 (1988),,
MANA87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:214 (1988),,
MANA87302,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:214 (1988),,
NEMJ87101,01,1987,2.0,AAJ,"Swigert, Kevin",,,,,62:214-215 (1988),,
ANN287301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:215 (1988),,
ANN487101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:215 (1988),,
ANN487302,01,1987,2.0,AAJ,"Simonson, Eric",,,,,62:215-216 (1988),,
ANN487301,01,1987,2.0,AAJ,"Brimmer, Steven",,,,,62:216-218 (1988),,
GANG87101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:218 (1988),,
ANN187101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:218 (1988),,
ANN187102,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:218-219 (1988),,
ANN187301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:219 (1988),,
ANN187302,01,1987,2.0,AAJ,"Gomez, Juan Carlos",,,,,62:219 (1988),,
ANN187402,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62: 219-220 (1988),,
ANN187401,01,1987,2.0,AAJ,"Cunningham, James",,,,,62:220 (1988),,
ANN187403,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:220 (1988),,
ANNS87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:221 (1988),,
ANNS87401,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:221 (1988),,
ANNS86101,02,1986,2.0,AAJ,"Frantar, Marij",,,,,62:221 (1988),,AAJ incorrectly gives this expedition as occurring 1987
TILI87101,01,1987,2.0,AAJ,"Colomer, Jordi",,,,,62:222 (1988),,
TILI87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:222 (1988),,
TUKU87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:222 (1988),,
SITA87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:222 (1988),,
DHA187101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:222-223 (1988),,
DHA187302,01,1987,2.0,AAJ,"Calhoun, Kitty",,,,,62:223 (1988),,
DHA187303,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:223 (1988),,
DHA187301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:223 (1988),,
DHA187304,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:224 (1988),,
DHA187401,01,1987,2.0,AAJ,"Batard, Marc",,,,,62:224 (1988),,
DHA187402,01,1987,2.0,AAJ,"Belak, Stane",,,,,62:224-225 (1988),,
DHA587301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:225 (1988),,
CHRE87101,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:225 (1988),,
SAIP87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:225 (1988),,
NUPT87302,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:206 (1988),,
NUPT87301,01,1987,2.0,AAJ,"Cheney, Michael J. & Hawley, Elizabeth",,,,,62:206 (1988),,
KANG88103,01,1988,2.0,AAJ,"Limaye, Vasant",,,,,63:187 (1989),,
KANG88102,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:187 (1989),,Photo of route
KANG88301,01,1988,2.0,AAJ,,,,,,63:188 (1989),,
YALU88301,01,1988,2.0,AAJ,"Bereciartua, Jesus Mari",,,,,63:188 (1989),,
MAKA88101,01,1988,2.0,AAJ,"Batard, Marc",,,,,63:188 (1989),,
MAKA88102,01,1988,2.0,AAJ,"Giacomelli, Savio",,,,,63:188-190 (1989),,
MAKA88103,01,1988,2.0,AAJ,"Hupfauer, Sigi",,,,,63:190 (1989),,
MAKA88303,01,1988,2.0,AAJ,"Czerwinska, Anna",,,,,63:190-191 (1989),,
MAKA88301,01,1988,2.0,AAJ,"Scott, Douglas",,,,,63:191 (1989),,
MAKA88302,01,1988,2.0,AAJ,"Aced, Josep",,,,,63:191-192 (1989),,
MAKA88304,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:192 (1989),,
MAKA88104,01,1988,2.0,AAJ,"Loretan, Erhard",,,,,63:192 (1989),,
MAKA88305,01,1988,2.0,AAJ,"Loretan, Erhard",,,,,63:192 (1989),,
BARU88102,01,1988,2.0,AAJ,"Brug, James",,,,,63:192-194 (1989),,Photograph of route
BARU88101,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:194 (1989),,
BARU88302,01,1988,2.0,AAJ,"Buisson, Gilles",,,,,63:194 (1989),,
CHAM88101,01,1988,2.0,AAJ,"Bloemers, Frederike",,,,,63:194-195 (1989),,
KTEG88101,01,1988,2.0,AAJ,"Murakami, Koji",,,,,63:195 (1989),,
AMAD88102,01,1988,2.0,AAJ,"Langley, Stephen",,,,,63:195-196 (1989),,
AMAD88101,01,1988,2.0,AAJ,"Hill, Peter T.",,,,,63:196-197 (1989),,
AMAD88302,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:197 (1989),,
AMAD88303,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:197 (1989),,
AMAD88301,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:197 (1989),,
AMAD88304,01,1988,2.0,AAJ,"Guha, Kamal K.",,,,,63:197 (1989),,
AMAD88402,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:198 (1989),,
AMAD88401,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:198 (1989),,
SHA288301,01,1988,2.0,AAJ,"LeTrong, Jean-Louis",,,,,63:198 (1989),,
LSHR88101,01,1988,2.0,AAJ,,,,,,63:198 (1989),,
LSHR88301,01,1988,2.0,AAJ,"Nyka, Jozef",,,,,63:198 (1989),,
LSHR88302,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:199 (1989),,
NUPT88401,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:199 (1989),,
EVER88104,01,1988,2.0,AAJ,"Brookes, Austin",,,,,63:199 (1989),,
EVER88304,01,1988,2.0,AAJ,Nam Seon-Woo,,,,,63:199-200 (1989),,
EVER88306,01,1988,2.0,AAJ,"Poissonnier, Francois",,,,,63:200 (1989),,
EVER88307,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:200-201 (1989),,
EVER88310,01,1988,2.0,AAJ,,,,,,63:201 (1989),,
EVER88301,01,1988,2.0,AAJ,"Nyka, Jozef",,,,,63:201-202 (1989),,
EVER88308,01,1988,2.0,AAJ,"Nyka, Jozef",,,,,63:202-203 (1989),,
EVER88309,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:203 (1989),,
EVER88401,01,1988,2.0,AAJ,"Detienne, Herman",,,,,63:203-204 (1989),,
EVER88402,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:204 (1989),,
PUMO88101,01,1988,2.0,AAJ,"Tuckey, John",,,,,63:204-205 (1989),,
PUMO88102,01,1988,2.0,AAJ,"Moeliono, Veronica",,,,,63:205 (1989),,
PUMO88302,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:205 (1989),,
PUMO88301,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:205 (1989),,
PUMO88303,01,1988,2.0,AAJ,"Williams, Jeffery",,,,,63:205 (1989),,
PUMO88304,01,1988,2.0,AAJ,"Aisthorpe, Stephen",,,,,63:205-206 (1989),,
TAWO88101,01,1988,2.0,AAJ,"Black, Andrew",,,,,63:206 (1989),,
TAWO88401,01,1988,2.0,AAJ,,,,,,63:206-207 (1989),,
AMAD89103,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:223 (1990),,
AMAD89102,01,1989,2.0,AAJ,"Ostgaard, Wendy L.",,,,,64:223 (1990),,
AMAD89101,01,1989,2.0,AAJ,"O'Connor, William",,,,,64:222 (1990),,
AMAD89104,01,1989,2.0,AAJ,"Namba, Teijiro",,,,,64:222 (1990),,
AMAD89301,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:223 (1990),,
AMAD89303,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:223 (1990),,
AMAD89304,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:223 (1990),,
AMAD89302,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:223 (1990),,
ANN188101,01,1988,2.0,AAJ,"Boyer, Steve",,,,,63:216-217 (1989),,
ANN188302,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:219 (1989),,
ANN188301,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:219 (1989),,
ANN188303,01,1988,2.0,AAJ,"Guha, Kamal K.",,,,,63:219 (1989),,
ANNE88301,01,1988,2.0,AAJ,"Majer, Janusz",,,,,63:217-219 (1989),,Photo of route with route line
ANN188304,01,1988,2.0,AAJ,"Guha, Kamal K.",,,,,63:219 (1989),,
ANN188401,01,1988,2.0,AAJ,"Nyka , Jozef",,,,,64:247 (1990),,
ANN189101,01,1989,2.0,AAJ,"Batard, Marc",,,,,64:248 (1990),,
ANN189102,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:248 (1990),,
ANN189103,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:248 (1990),,
ANN189301,01,1989,2.0,AAJ,"Nyka, Jozef",,,,,64:248-249 (1990),,
ANN189401,01,1989,2.0,AAJ,"Nyka, Jozef",,,,,64:248-249 (1990),,
ANN189402,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:248 (1990),,
ANN289301,01,1989,2.0,AAJ,Lee Dong-Myung,,,,,64:251 (1990),,
ANN388301,01,1988,2.0,AAJ,,,,,,63:215-216 (1989),,
ANNS88101,01,1988,2.0,AAJ,"Silva, William",,,,,63:221 (1989),,
ANNS89101,01,1989,2.0,AAJ,"Garratt, Jonathan",,,,,64:251 (1990),,
BARU89103,01,1989,2.0,AAJ,"Schmidt, Udo",,,,,64:220 (1990),,
BARU89101,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:219-220 (1990),,
BARU89102,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:219-220 (1990),,
BARU89301,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:220 (1990),,
CHOY88102,01,1988,2.0,AAJ,"Nyka, Jozef",,,,,63:207 (1989),,
CHOY88105,01,1988,2.0,AAJ,"Brown, Keith",,,,,63:282 (1989),,
CHOY88104,01,1988,2.0,AAJ,"Schmatz, Gerhard",,,,,63:279-282 (1989),,
CHOY88101,01,1988,2.0,AAJ,"Hunt, Alan",,,,,63:207 (1989),,
CHOY88103,01,1988,2.0,AAJ,"Forno, Oreste",,,,,63:282-283 (1989),,
CHOY88307,01,1988,2.0,AAJ,"Robas, Roman",,,,,63:283-284 (1989),,
CHOY88304,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:283 (1989),,
CHOY88301,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:283 (1989),,
CHOY88306,01,1988,2.0,AAJ,"Brown, Keith",,,,,63:284 (1989),,
CHOY88305,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:283 (1989),,
CHOY88303,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:283 (1989),,
CHOY88308,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:283 (1989),,
CHOY88302,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:283 (1989),,
CHOY88401,01,1988,2.0,AAJ,"Hawley, Elizabeth",,,,,63:209 (1989),,
CHOY89103,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:238 (1990),,
CHOY89101,01,1989,2.0,AAJ,"Buhler, Carlos",,,,,64:237-238 (1990),,
CHOY89102,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:238 (1990),,
CHOY89303,01,1989,2.0,AAJ,"Nos King, Magda",,,,,64:304-305 (1990),,
CHOY89304,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:304 (1990),,
CHOY89302,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:304 (1990),,
CHOY89305,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:304 (1990),,
CHOY89301,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:238 (1990),,
CHOY89402,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:239 (1990),,
CHOY89401,01,1989,2.0,AAJ,"Hubert, Alain",,,,,64:238-239 (1990),,
CHOL88301,01,1988,2.0,AAJ,"Selters, Andy",Cholatse from the West,,,,63:39-44 (1989),,
CHRE88101,01,1988,2.0,AAJ,Kim Young-Do,,,,,63:224 (1989),,
CHUR89301,01,1989,2.0,AAJ,"Evans, Chuck",,,,,64:255 (1990),,
CHUW88301,01,1988,2.0,AAJ,"Ghigo, Luciano",,,,,63:213 (1989),,
DHA188303,01,1988,2.0,AAJ,"Novak, Jiri",,,,,63:221-223 (1989),,Photo of route with route lines
DHA188302,01,1988,2.0,AAJ,"Guha, Kamal K.",,,,,63:223 (1989),,
DHA188301,01,1988,2.0,AAJ,"Guha, Kamal K.",,,,,63:223 (1989),,
DHA189103,01,1989,2.0,AAJ,"Purto, Mauricio",,,,,64:251-252 (1990),,
DHA189104,01,1989,2.0,AAJ,"Forno, Oreste",,,,,64:252 (1990),,
DHA189105,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:253 (1990),,
DHA189101,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:253 (1990),,
DHA189102,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:253 (1990),,
DHA189106,01,1989,2.0,AAJ,"Inhoeger, Sepp",,,,,64:252-253 (1990),,
DHA189304,01,1989,2.0,AAJ,"Magrina, Jordi",,,,,64:254 (1990),,
DHA189301,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:254 (1990),,
DHA189302,01,1989,2.0,AAJ,"Hawley, Elizabeth",,,,,64:253 (1990),,
DHA189303,01,1989,2.0,AAJ,"Esteve, Alain",,,,,64:253-254 (1990),,
